"No.","Time","Delta-time","Source","Destination","Protocol","Length","Info","Source port","Destination port"
"44","1.232508","0.007891","192.168.68.121","172.64.41.3","TLSv1.3","118","Change Cipher Spec, Finished","52417","443"
"45","1.232969","0.000461","192.168.68.121","172.64.41.3","TLSv1.3","118","Change Cipher Spec, Finished","52416","443"
"46","1.233208","0.000239","192.168.68.121","172.64.41.3","TCP","54","52416  >  443 [FIN, ACK] Seq=1896 Ack=3774 Win=131584 Len=0","52416","443"
"47","1.233367","0.000159","192.168.68.121","172.64.41.3","HTTP2","146","Magic, SETTINGS[0], WINDOW_UPDATE[0]","52417","443"
"48","1.233771","0.000404","192.168.68.121","172.64.41.3","HTTP2","194","HEADERS[1]: POST /dns-query","52417","443"
"49","1.233856","0.000085","192.168.68.121","172.64.41.3","HTTP2","110","HEADERS[3]: POST /dns-query","52417","443"
"50","1.233911","0.000055","192.168.68.121","172.64.41.3","DoH","213","Standard query 0x0000 A clientservices.googleapis.com OPT","52417","443"
"51","1.233987","0.000076","192.168.68.121","172.64.41.3","DoH","213","Standard query 0x0000 HTTPS clientservices.googleapis.com OPT","52417","443"
"52","1.253942","0.019955","172.64.41.3","192.168.68.121","TCP","60","443  >  52417 [ACK] Seq=3775 Ack=1864 Win=73728 Len=0","443","52417"
"53","1.253942","0.000000","172.64.41.3","192.168.68.121","TCP","54","443  >  52416 [ACK] Seq=3774 Ack=1896 Win=73728 Len=0","443","52416"
"54","1.253942","0.000000","172.64.41.3","192.168.68.121","TCP","60","443  >  52417 [ACK] Seq=3775 Ack=1956 Win=73728 Len=0","443","52417"
"55","1.253942","0.000000","172.64.41.3","192.168.68.121","HTTP2","582","SETTINGS[0], WINDOW_UPDATE[0]","443","52417"
"56","1.254331","0.000389","192.168.68.121","172.64.41.3","HTTP2","85","SETTINGS[0]","52417","443"
"57","1.255078","0.000747","172.64.41.3","192.168.68.121","HTTP2","85","SETTINGS[0]","443","52417"
"58","1.255078","0.000000","192.168.68.1","192.168.68.121","DNS","146","Standard query response 0xa4df No such name PTR 3.41.64.172.in-addr.arpa SOA cruz.ns.cloudflare.com","53","60936"
"59","1.265035","0.009957","172.64.41.3","192.168.68.121","TCP","60","443  >  52417 [ACK] Seq=4334 Ack=2096 Win=77824 Len=0","443","52417"
"60","1.265035","0.000000","172.64.41.3","192.168.68.121","TCP","54","443  >  52416 [FIN, ACK] Seq=3774 Ack=1897 Win=73728 Len=0","443","52416"
"61","1.265035","0.000000","172.64.41.3","192.168.68.121","TCP","60","443  >  52417 [ACK] Seq=4334 Ack=2152 Win=77824 Len=0","443","52417"
"62","1.265105","0.000070","192.168.68.121","172.64.41.3","TCP","54","52416  >  443 [ACK] Seq=1897 Ack=3775 Win=131584 Len=0","52416","443"
"63","1.267383","0.002278","172.64.41.3","192.168.68.121","TCP","60","443  >  52417 [ACK] Seq=4334 Ack=2311 Win=77824 Len=0","443","52417"
"64","1.267383","0.000000","172.64.41.3","192.168.68.121","HTTP2","89","WINDOW_UPDATE[1]","443","52417"
"65","1.267383","0.000000","172.64.41.3","192.168.68.121","HTTP2","89","WINDOW_UPDATE[3]","443","52417"
"66","1.267470","0.000087","192.168.68.121","172.64.41.3","TCP","54","52417  >  443 [ACK] Seq=2501 Ack=4404 Win=130816 Len=0","52417","443"
"67","1.271062","0.003592","172.64.41.3","192.168.68.121","HTTP2","195","HEADERS[1]: 200 OK","443","52417"
"68","1.271113","0.000051","192.168.68.121","172.64.41.3","TCP","54","52417  >  443 [ACK] Seq=2501 Ack=4545 Win=130816 Len=0","52417","443"
"69","1.272363","0.001250","172.64.41.3","192.168.68.121","DoH","553","Standard query response 0x0000 A clientservices.googleapis.com A 142.250.75.131 OPT","443","52417"
"70","1.272363","0.000000","172.64.41.3","192.168.68.121","HTTP2","110","HEADERS[3]: 200 OK","443","52417"
"71","1.272363","0.000000","172.64.41.3","192.168.68.121","DoH","553","Standard query response 0x0000 HTTPS clientservices.googleapis.com SOA ns1.google.com OPT","443","52417"
"72","1.272453","0.000090","192.168.68.121","172.64.41.3","TCP","54","52417  >  443 [ACK] Seq=2501 Ack=5599 Win=131584 Len=0","52417","443"
"73","1.273436","0.000983","192.168.68.121","142.250.75.131","TCP","66","52418  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM","52418","443"
"74","1.292166","0.018730","142.250.75.131","192.168.68.121","TCP","66","443  >  52418 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=4096","443","52418"
"75","1.292266","0.000100","192.168.68.121","142.250.75.131","TCP","54","52418  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0","52418","443"
"76","1.292696","0.000430","192.168.68.121","142.250.75.131","TCP","1454","52418  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=1400 [TCP PDU reassembled in 77]","52418","443"
"77","1.292696","0.000000","192.168.68.121","142.250.75.131","TLSv1.3","457","Client Hello (SNI=clientservices.googleapis.com)","52418","443"
"78","1.297296","0.004600","192.168.68.121","192.168.1.1","DNS","84","Standard query 0xac6a PTR 3.41.64.172.in-addr.arpa","62036","53"
"79","1.317102","0.019806","142.250.75.131","192.168.68.121","TCP","60","443  >  52418 [ACK] Seq=1 Ack=1401 Win=69632 Len=0","443","52418"
"80","1.318495","0.001393","142.250.75.131","192.168.68.121","TCP","60","443  >  52418 [ACK] Seq=1 Ack=1804 Win=73728 Len=0","443","52418"
"81","1.318495","0.000000","192.168.1.1","192.168.68.121","DNS","146","Standard query response 0xac6a No such name PTR 3.41.64.172.in-addr.arpa SOA cruz.ns.cloudflare.com","53","62036"
"82","1.318495","0.000000","172.64.41.3","192.168.68.121","TCP","60","443  >  52417 [ACK] Seq=5599 Ack=2501 Win=81920 Len=0","443","52417"
"83","1.318944","0.000449","192.168.68.121","224.0.0.251","MDNS","90","Standard query 0x0000 PTR 3.41.64.172.in-addr.arpa.local, ""QM"" question","5353","5353"
"84","1.319178","0.000234","fe80::dc4b:6313:da4f:dd3","ff02::fb","MDNS","110","Standard query 0x0000 PTR 3.41.64.172.in-addr.arpa.local, ""QM"" question","5353","5353"
"85","1.419242","0.100064","142.250.75.131","192.168.68.121","TLSv1.3","1454","Server Hello, Change Cipher Spec","443","52418"
"86","1.419242","0.000000","142.250.75.131","192.168.68.121","TCP","1454","443  >  52418 [PSH, ACK] Seq=1401 Ack=1804 Win=73728 Len=1400 [TCP PDU reassembled in 90]","443","52418"
"87","1.419334","0.000092","192.168.68.121","142.250.75.131","TCP","54","52418  >  443 [ACK] Seq=1804 Ack=2801 Win=131584 Len=0","52418","443"
"88","1.421682","0.002348","142.250.75.131","192.168.68.121","TCP","1454","443  >  52418 [ACK] Seq=2801 Ack=1804 Win=73728 Len=1400 [TCP PDU reassembled in 90]","443","52418"
"89","1.421682","0.000000","142.250.75.131","192.168.68.121","TCP","1454","443  >  52418 [PSH, ACK] Seq=4201 Ack=1804 Win=73728 Len=1400 [TCP PDU reassembled in 90]","443","52418"
"90","1.421682","0.000000","142.250.75.131","192.168.68.121","TLSv1.3","213","Encrypted Extensions, Certificate, Certificate Verify, Finished","443","52418"
"91","1.421767","0.000085","192.168.68.121","142.250.75.131","TCP","54","52418  >  443 [ACK] Seq=1804 Ack=5760 Win=131584 Len=0","52418","443"
"92","1.424215","0.002448","192.168.68.121","172.64.41.3","QUIC","1292","Initial, DCID=6550b820c38261e9, PKN: 4, PING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PING, PADDING, PING, PING, PADDING, PING, CRYPTO, PING","63164","443"
"93","1.424912","0.000697","192.168.68.121","142.250.75.131","TLSv1.3","128","Change Cipher Spec, Encrypted Extensions, Finished","52418","443"
"94","1.425331","0.000419","192.168.68.121","142.250.75.131","HTTP2","146","Magic, SETTINGS[0], WINDOW_UPDATE[0]","52418","443"
"95","1.425614","0.000283","192.168.68.121","142.250.75.131","HTTP2","425","HEADERS[1]: GET /chrome-variations/seed?osname=win&channel=stable&milestone=133","52418","443"
"96","1.443345","0.017731","142.250.75.131","192.168.68.121","TCP","60","443  >  52418 [ACK] Seq=5760 Ack=1878 Win=73728 Len=0","443","52418"
"97","1.443345","0.000000","142.250.75.131","192.168.68.121","TCP","60","443  >  52418 [ACK] Seq=5760 Ack=1970 Win=73728 Len=0","443","52418"
"98","1.447934","0.004589","142.250.75.131","192.168.68.121","TCP","60","443  >  52418 [ACK] Seq=5760 Ack=2341 Win=77824 Len=0","443","52418"
"99","1.447934","0.000000","142.250.75.131","192.168.68.121","HTTP2","1042","SETTINGS[0], WINDOW_UPDATE[0]","443","52418"
"100","1.448413","0.000479","192.168.68.121","142.250.75.131","HTTP2","85","SETTINGS[0]","52418","443"
"101","1.459353","0.010940","142.250.75.131","192.168.68.121","HTTP2","85","SETTINGS[0]","443","52418"
"102","1.472979","0.013626","142.250.75.131","192.168.68.121","TCP","60","443  >  52418 [ACK] Seq=6779 Ack=2372 Win=77824 Len=0","443","52418"
"103","1.503842","0.030863","192.168.68.121","142.250.75.131","TCP","54","52418  >  443 [ACK] Seq=2372 Ack=6779 Win=130560 Len=0","52418","443"
"104","1.537465","0.033623","TPLink_c5:e0:64","Broadcast","ARP","60","Who has 192.168.68.106? Tell 192.168.68.1","",""
"105","1.592388","0.054923","142.250.75.131","192.168.68.121","HTTP2","557","PING[0]","443","52418"
"106","1.593792","0.001404","192.168.68.121","142.250.75.131","HTTP2","93","PING[0]","52418","443"
"107","1.610862","0.017070","192.168.68.121","142.250.75.131","TCP","54","52418  >  443 [FIN, ACK] Seq=2411 Ack=7282 Win=131584 Len=0","52418","443"
"108","1.611034","0.000172","192.168.68.121","172.64.41.3","TCP","54","52417  >  443 [FIN, ACK] Seq=2501 Ack=5599 Win=131584 Len=0","52417","443"
"109","1.614260","0.003226","142.250.75.131","192.168.68.121","TCP","60","443  >  52418 [ACK] Seq=7282 Ack=2411 Win=77824 Len=0","443","52418"
"110","1.637309","0.023049","172.64.41.3","192.168.68.121","TCP","54","443  >  52417 [FIN, ACK] Seq=5599 Ack=2502 Win=81920 Len=0","443","52417"
"111","1.637357","0.000048","192.168.68.121","172.64.41.3","TCP","54","52417  >  443 [ACK] Seq=2502 Ack=5600 Win=131584 Len=0","52417","443"
"112","1.676368","0.039011","142.250.75.131","192.168.68.121","TCP","54","443  >  52418 [ACK] Seq=7282 Ack=2412 Win=77824 Len=0","443","52418"
"113","1.767685","0.091317","142.250.75.131","192.168.68.121","TCP","54","443  >  52418 [FIN, ACK] Seq=7282 Ack=2412 Win=77824 Len=0","443","52418"
"114","1.767743","0.000058","192.168.68.121","142.250.75.131","TCP","54","52418  >  443 [ACK] Seq=2412 Ack=7283 Win=131584 Len=0","52418","443"
"115","1.999878","0.232135","192.168.68.100","255.255.255.255","UDP","207","20000  >  10002 Len=165","20000","10002"
"116","2.035011","0.035133","192.168.68.121","172.64.41.3","QUIC","1292","Initial, DCID=6550b820c38261e9, PKN: 6, PING, PING, PADDING, PING, PING, PING, PING, CRYPTO, PADDING, PING, PADDING, CRYPTO, PING, PING, CRYPTO, PADDING","63164","443"
"117","2.176422","0.141411","192.168.68.121","224.0.0.251","MDNS","90","Standard query 0x0000 PTR 3.41.64.172.in-addr.arpa.local, ""QM"" question","5353","5353"
"118","2.176956","0.000534","fe80::dc4b:6313:da4f:dd3","ff02::fb","MDNS","110","Standard query 0x0000 PTR 3.41.64.172.in-addr.arpa.local, ""QM"" question","5353","5353"
"119","2.192016","0.015060","192.168.68.121","224.0.0.251","MDNS","90","Standard query 0x0000 PTR 3.41.64.172.in-addr.arpa.local, ""QM"" question","5353","5353"
"120","2.192436","0.000420","fe80::dc4b:6313:da4f:dd3","ff02::fb","MDNS","110","Standard query 0x0000 PTR 3.41.64.172.in-addr.arpa.local, ""QM"" question","5353","5353"
"121","2.193537","0.001101","192.168.68.121","192.168.1.1","DNS","84","Standard query 0x8180 PTR 3.41.64.172.in-addr.arpa","62907","53"
"122","2.224853","0.031316","192.168.68.121","192.168.68.1","DNS","84","Standard query 0x8180 PTR 3.41.64.172.in-addr.arpa","62907","53"
"123","2.225111","0.000258","192.168.68.121","224.0.0.251","MDNS","90","Standard query 0x0000 PTR 3.41.64.172.in-addr.arpa.local, ""QM"" question","5353","5353"
"124","2.225544","0.000433","fe80::dc4b:6313:da4f:dd3","ff02::fb","MDNS","110","Standard query 0x0000 PTR 3.41.64.172.in-addr.arpa.local, ""QM"" question","5353","5353"
"125","2.236405","0.010861","192.168.1.1","192.168.68.121","DNS","146","Standard query response 0x8180 No such name PTR 3.41.64.172.in-addr.arpa SOA cruz.ns.cloudflare.com","53","62907"
"126","2.236950","0.000545","192.168.68.121","224.0.0.251","MDNS","90","Standard query 0x0000 PTR 3.41.64.172.in-addr.arpa.local, ""QM"" question","5353","5353"
"127","2.237239","0.000289","fe80::dc4b:6313:da4f:dd3","ff02::fb","MDNS","110","Standard query 0x0000 PTR 3.41.64.172.in-addr.arpa.local, ""QM"" question","5353","5353"
"128","2.257113","0.019874","192.168.68.1","192.168.68.121","DNS","146","Standard query response 0x8180 No such name PTR 3.41.64.172.in-addr.arpa SOA cruz.ns.cloudflare.com","53","62907"
"129","2.312312","0.055199","192.168.68.121","224.0.0.251","MDNS","90","Standard query 0x0000 PTR 3.41.64.172.in-addr.arpa.local, ""QM"" question","5353","5353"
"130","2.312659","0.000347","fe80::dc4b:6313:da4f:dd3","ff02::fb","MDNS","110","Standard query 0x0000 PTR 3.41.64.172.in-addr.arpa.local, ""QM"" question","5353","5353"
"131","2.658242","0.345583","192.168.68.121","192.168.1.1","DNS","85","Standard query 0x24d0 A chrome.cloudflare-dns.com","63696","53"
"132","2.658810","0.000568","192.168.68.121","192.168.1.1","DNS","85","Standard query 0xc170 HTTPS chrome.cloudflare-dns.com","53141","53"
"133","2.685600","0.026790","192.168.1.1","192.168.68.121","DNS","158","Standard query response 0xc170 HTTPS chrome.cloudflare-dns.com HTTPS","53","53141"
"134","2.685600","0.000000","192.168.1.1","192.168.68.121","DNS","117","Standard query response 0x24d0 A chrome.cloudflare-dns.com A 162.159.61.3 A 172.64.41.3","53","63696"
"135","2.688810","0.003210","192.168.68.121","162.159.61.3","QUIC","1292","Initial, DCID=6e517e9e4fbc0fc8, PKN: 1, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PING, PING, PING, CRYPTO, CRYPTO, PADDING, PING, PADDING, PING","52575","443"
"136","2.688944","0.000134","192.168.68.121","162.159.61.3","QUIC","1292","Initial, DCID=6e517e9e4fbc0fc8, PKN: 2, CRYPTO, PADDING, PING, PADDING, CRYPTO, PING, CRYPTO, PADDING, PING, CRYPTO, PADDING","52575","443"
"137","2.724329","0.035385","192.168.68.121","192.168.1.1","DNS","85","Standard query 0x9e16 PTR 3.61.159.162.in-addr.arpa","52134","53"
"138","2.735881","0.011552","192.168.68.121","162.159.61.3","TCP","66","52419  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM","52419","443"
"139","2.736363","0.000482","192.168.68.121","162.159.61.3","TCP","66","52420  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM","52420","443"
"140","2.762032","0.025669","192.168.68.121","192.168.68.1","DNS","85","Standard query 0x9e16 PTR 3.61.159.162.in-addr.arpa","52134","53"
"141","2.766734","0.004702","192.168.1.1","192.168.68.121","DNS","147","Standard query response 0x9e16 No such name PTR 3.61.159.162.in-addr.arpa SOA cruz.ns.cloudflare.com","53","52134"
"142","2.766734","0.000000","162.159.61.3","192.168.68.121","TCP","66","443  >  52419 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=4096","443","52419"
"143","2.766734","0.000000","162.159.61.3","192.168.68.121","TCP","66","443  >  52420 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=4096","443","52420"
"144","2.766895","0.000161","192.168.68.121","162.159.61.3","TCP","54","52419  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0","52419","443"
"145","2.766944","0.000049","192.168.68.121","162.159.61.3","TCP","54","52420  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0","52420","443"
"146","2.767410","0.000466","192.168.68.121","162.159.61.3","TCP","1454","52419  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=1400 [TCP PDU reassembled in 147]","52419","443"
"147","2.767410","0.000000","192.168.68.121","162.159.61.3","TLSv1.3","453","Client Hello (SNI=chrome.cloudflare-dns.com)","52419","443"
"148","2.768028","0.000618","192.168.68.121","162.159.61.3","TCP","1454","52420  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=1400 [TCP PDU reassembled in 149]","52420","443"
"149","2.768028","0.000000","192.168.68.121","162.159.61.3","TLSv1.3","421","Client Hello (SNI=chrome.cloudflare-dns.com)","52420","443"
"150","2.768681","0.000653","192.168.68.121","224.0.0.251","MDNS","91","Standard query 0x0000 PTR 3.61.159.162.in-addr.arpa.local, ""QM"" question","5353","5353"
"151","2.769053","0.000372","fe80::dc4b:6313:da4f:dd3","ff02::fb","MDNS","111","Standard query 0x0000 PTR 3.61.159.162.in-addr.arpa.local, ""QM"" question","5353","5353"
"152","2.769675","0.000622","192.168.68.121","224.0.0.251","MDNS","91","Standard query 0x0000 PTR 3.61.159.162.in-addr.arpa.local, ""QM"" question","5353","5353"
"153","2.770052","0.000377","fe80::dc4b:6313:da4f:dd3","ff02::fb","MDNS","111","Standard query 0x0000 PTR 3.61.159.162.in-addr.arpa.local, ""QM"" question","5353","5353"
"154","2.784032","0.013980","192.168.68.1","192.168.68.121","DNS","147","Standard query response 0x9e16 No such name PTR 3.61.159.162.in-addr.arpa SOA cruz.ns.cloudflare.com","53","52134"
"155","2.789987","0.005955","192.168.68.121","192.168.1.1","DNS","85","Standard query 0xb6c5 PTR 3.61.159.162.in-addr.arpa","52734","53"
"156","2.813050","0.023063","162.159.61.3","192.168.68.121","TCP","60","443  >  52419 [ACK] Seq=1 Ack=1401 Win=69632 Len=0","443","52419"
"157","2.813050","0.000000","162.159.61.3","192.168.68.121","TCP","60","443  >  52419 [ACK] Seq=1 Ack=1800 Win=73728 Len=0","443","52419"
"158","2.817044","0.003994","162.159.61.3","192.168.68.121","TLSv1.3","1454","Server Hello, Change Cipher Spec","443","52419"
"159","2.817044","0.000000","162.159.61.3","192.168.68.121","TCP","1454","443  >  52419 [PSH, ACK] Seq=1401 Ack=1800 Win=73728 Len=1400 [TCP PDU reassembled in 160]","443","52419"
"160","2.817044","0.000000","162.159.61.3","192.168.68.121","TLSv1.3","1027","Encrypted Extensions, Compressed Certificate, Certificate Verify, Finished","443","52419"
"161","2.817127","0.000083","192.168.68.121","162.159.61.3","TCP","54","52419  >  443 [ACK] Seq=1800 Ack=3774 Win=131584 Len=0","52419","443"
"162","2.817630","0.000503","162.159.61.3","192.168.68.121","TCP","60","443  >  52420 [ACK] Seq=1 Ack=1401 Win=69632 Len=0","443","52420"
"163","2.819117","0.001487","192.168.1.1","192.168.68.121","DNS","147","Standard query response 0xb6c5 No such name PTR 3.61.159.162.in-addr.arpa SOA cruz.ns.cloudflare.com","53","52734"
"164","2.819117","0.000000","162.159.61.3","192.168.68.121","TCP","60","443  >  52420 [ACK] Seq=1 Ack=1768 Win=73728 Len=0","443","52420"
"165","2.820746","0.001629","192.168.68.121","224.0.0.251","MDNS","91","Standard query 0x0000 PTR 3.61.159.162.in-addr.arpa.local, ""QM"" question","5353","5353"
"166","2.821079","0.000333","fe80::dc4b:6313:da4f:dd3","ff02::fb","MDNS","111","Standard query 0x0000 PTR 3.61.159.162.in-addr.arpa.local, ""QM"" question","5353","5353"
"167","2.823519","0.002440","192.168.68.121","162.159.61.3","TLSv1.3","118","Change Cipher Spec, Finished","52419","443"
"168","2.823837","0.000318","192.168.68.121","162.159.61.3","HTTP2","146","Magic, SETTINGS[0], WINDOW_UPDATE[0]","52419","443"
"169","2.823964","0.000127","192.168.68.121","162.159.61.3","TCP","54","52420  >  443 [FIN, ACK] Seq=1768 Ack=1 Win=131584 Len=0","52420","443"
"170","2.824338","0.000374","192.168.68.121","162.159.61.3","HTTP2","194","HEADERS[1]: POST /dns-query","52419","443"
