"No.","Time","Delta-time","Source","Destination","Protocol","Length","Info","Source port","Destination port"
"22","0.132855","0.000000","172.64.41.3","192.168.68.121","TLSv1.2","110","Application Data","443","51003"
"23","0.132855","0.000000","172.64.41.3","192.168.68.121","TLSv1.2","553","Application Data","443","51003"
"24","0.132979","0.000124","192.168.68.121","172.64.41.3","TCP","54","51003  >  443 [ACK] Seq=431 Ack=1181 Win=509 Len=0","51003","443"
"25","0.134717","0.001738","192.168.68.121","142.250.75.142","TCP","66","51205  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM","51205","443"
"26","0.151352","0.016635","142.250.75.142","192.168.68.121","TCP","66","443  >  51205 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=4096","443","51205"
"27","0.151541","0.000189","192.168.68.121","142.250.75.142","TCP","54","51205  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0","51205","443"
"28","0.152674","0.001133","192.168.68.121","142.250.75.142","TCP","1454","51205  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=1400 [TCP PDU reassembled in 29]","51205","443"
"29","0.152674","0.000000","192.168.68.121","142.250.75.142","TLSv1.3","387","Client Hello (SNI=safebrowsing.google.com)","51205","443"
"30","0.174998","0.022324","142.250.75.142","192.168.68.121","TCP","60","443  >  51205 [ACK] Seq=1 Ack=1401 Win=69632 Len=0","443","51205"
"31","0.174998","0.000000","142.250.75.142","192.168.68.121","TCP","60","443  >  51205 [ACK] Seq=1 Ack=1734 Win=73728 Len=0","443","51205"
"32","0.230846","0.055848","142.250.75.142","192.168.68.121","TLSv1.3","1454","Server Hello, Change Cipher Spec","443","51205"
"33","0.230846","0.000000","142.250.75.142","192.168.68.121","TCP","1454","443  >  51205 [PSH, ACK] Seq=1401 Ack=1734 Win=73728 Len=1400 [TCP PDU reassembled in 39]","443","51205"
"34","0.230897","0.000051","192.168.68.121","142.250.75.142","TCP","54","51205  >  443 [ACK] Seq=1734 Ack=2801 Win=131584 Len=0","51205","443"
"35","0.232489","0.001592","142.250.75.142","192.168.68.121","TCP","1454","443  >  51205 [ACK] Seq=2801 Ack=1734 Win=73728 Len=1400 [TCP PDU reassembled in 39]","443","51205"
"36","0.236736","0.004247","142.250.75.142","192.168.68.121","TCP","1454","443  >  51205 [PSH, ACK] Seq=4201 Ack=1734 Win=73728 Len=1400 [TCP PDU reassembled in 39]","443","51205"
"37","0.236788","0.000052","192.168.68.121","142.250.75.142","TCP","54","51205  >  443 [ACK] Seq=1734 Ack=5601 Win=131584 Len=0","51205","443"
"38","0.237668","0.000880","142.250.75.142","192.168.68.121","TCP","1454","443  >  51205 [ACK] Seq=5601 Ack=1734 Win=73728 Len=1400 [TCP PDU reassembled in 39]","443","51205"
"39","0.237668","0.000000","142.250.75.142","192.168.68.121","TLSv1.3","898","Encrypted Extensions, Certificate, Certificate Verify, Finished","443","51205"
"40","0.237692","0.000024","192.168.68.121","142.250.75.142","TCP","54","51205  >  443 [ACK] Seq=1734 Ack=7845 Win=131584 Len=0","51205","443"
"41","0.239005","0.001313","192.168.68.121","142.250.75.142","TLSv1.3","128","Change Cipher Spec, Encrypted Extensions, Finished","51205","443"
"42","0.239153","0.000148","192.168.68.121","142.250.75.142","HTTP2","146","Magic, SETTINGS[0], WINDOW_UPDATE[0]","51205","443"
"43","0.239277","0.000124","192.168.68.121","142.250.75.142","HTTP2","407","HEADERS[1]: POST /safebrowsing/clientreport/crx-list-info?client=googlechrome&appver=133.0.6943.128&pver=4.0&key=AIzaSyA2KlwBX3mkFo30om9LUFYQhpqLoa_BNhE","51205","443"
"44","0.239320","0.000043","192.168.68.121","142.250.75.142","HTTP2","119","DATA[1]","51205","443"
"45","0.260126","0.020806","142.250.75.142","192.168.68.121","TCP","60","443  >  51205 [ACK] Seq=7845 Ack=1808 Win=73728 Len=0","443","51205"
"46","0.260126","0.000000","142.250.75.142","192.168.68.121","TCP","60","443  >  51205 [ACK] Seq=7845 Ack=1900 Win=73728 Len=0","443","51205"
"47","0.260126","0.000000","142.250.75.142","192.168.68.121","TCP","60","443  >  51205 [ACK] Seq=7845 Ack=2253 Win=77824 Len=0","443","51205"
"48","0.260126","0.000000","142.250.75.142","192.168.68.121","TCP","60","443  >  51205 [ACK] Seq=7845 Ack=2318 Win=77824 Len=0","443","51205"
"49","0.265420","0.005294","192.168.68.121","142.250.75.46","TCP","55","51123  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1","51123","443"
"50","0.275146","0.009726","142.250.75.142","192.168.68.121","HTTP2","1030","SETTINGS[0], WINDOW_UPDATE[0]","443","51205"
"51","0.275146","0.000000","142.250.75.142","192.168.68.121","HTTP2","85","SETTINGS[0]","443","51205"
"52","0.275230","0.000084","192.168.68.121","142.250.75.142","TCP","54","51205  >  443 [ACK] Seq=2318 Ack=8852 Win=130560 Len=0","51205","443"
"53","0.275378","0.000148","192.168.68.121","142.250.75.142","HTTP2","85","SETTINGS[0]","51205","443"
"54","0.283248","0.007870","142.250.75.46","192.168.68.121","TCP","66","443  >  51123 [ACK] Seq=1 Ack=2 Win=19 Len=0 SLE=1 SRE=2","443","51123"
"55","0.298054","0.014806","142.250.75.142","192.168.68.121","TCP","60","443  >  51205 [ACK] Seq=8852 Ack=2349 Win=77824 Len=0","443","51205"
"56","0.392546","0.094492","Espressif_f4:2c:0e","Broadcast","ARP","42","ARP Announcement for 192.168.68.100","",""
"57","0.422218","0.029672","142.250.75.142","192.168.68.121","HTTP2","646","DATA[1]","443","51205"
"58","0.422218","0.000000","142.250.75.142","192.168.68.121","HTTP2","93","PING[0]","443","51205"
"59","0.422281","0.000063","192.168.68.121","142.250.75.142","TCP","54","51205  >  443 [ACK] Seq=2349 Ack=9483 Win=131584 Len=0","51205","443"
"60","0.422976","0.000695","192.168.68.121","142.250.75.142","HTTP2","93","PING[0]","51205","443"
"61","0.441214","0.018238","192.168.68.121","142.250.75.170","QUIC","1292","Initial, DCID=08ee9dc581e3cb21, PKN: 6, CRYPTO, PING, PING, PADDING, PING, PING, PADDING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, PING, CRYPTO, PING, PING, PING, PADDING, CRYPTO","62486","443"
"62","0.445816","0.004602","142.250.75.142","192.168.68.121","TCP","60","443  >  51205 [ACK] Seq=9483 Ack=2388 Win=77824 Len=0","443","51205"
"63","0.659441","0.213625","192.168.68.100","255.255.255.255","UDP","207","20000  >  10002 Len=165","20000","10002"
"64","0.991203","0.331762","192.168.68.121","35.186.224.24","TCP","1454","51000  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1400 [TCP PDU reassembled in 65]","51000","443"
"65","0.991203","0.000000","192.168.68.121","35.186.224.24","TLSv1.2","71","Application Data","51000","443"
"66","0.991325","0.000122","192.168.68.121","35.186.224.24","TLSv1.2","93","Application Data","51000","443"
"67","1.017862","0.026537","35.186.224.24","192.168.68.121","TCP","60","443  >  51000 [ACK] Seq=1 Ack=1401 Win=70 Len=0","443","51000"
"68","1.017917","0.000055","35.186.224.24","192.168.68.121","TCP","60","443  >  51000 [ACK] Seq=1 Ack=1418 Win=70 Len=0","443","51000"
"69","1.020310","0.002393","35.186.224.24","192.168.68.121","TCP","60","443  >  51000 [ACK] Seq=1 Ack=1457 Win=70 Len=0","443","51000"
"70","1.025329","0.005019","35.186.224.24","192.168.68.121","TLSv1.2","93","Application Data","443","51000"
"71","1.075594","0.050265","192.168.68.121","35.186.224.24","TCP","54","51000  >  443 [ACK] Seq=1457 Ack=40 Win=513 Len=0","51000","443"
"72","1.111010","0.035416","35.186.224.24","192.168.68.121","TLSv1.2","152","Application Data","443","51000"
"73","1.111010","0.000000","35.186.224.24","192.168.68.121","TLSv1.2","1454","Application Data","443","51000"
"74","1.111010","0.000000","35.186.224.24","192.168.68.121","TLSv1.2","840","Application Data","443","51000"
"75","1.111010","0.000000","35.186.224.24","192.168.68.121","TLSv1.2","93","Application Data","443","51000"
"76","1.111066","0.000056","192.168.68.121","35.186.224.24","TCP","54","51000  >  443 [ACK] Seq=1457 Ack=2363 Win=514 Len=0","51000","443"
"77","1.111348","0.000282","192.168.68.121","35.186.224.24","TLSv1.2","89","Application Data","51000","443"
"78","1.111387","0.000039","192.168.68.121","35.186.224.24","TLSv1.2","93","Application Data","51000","443"
"79","1.112604","0.001217","192.168.68.121","74.125.71.84","TLSv1.2","123","Application Data","51179","443"
"80","1.112674","0.000070","192.168.68.121","74.125.71.84","TLSv1.2","93","Application Data","51179","443"
"81","1.112727","0.000053","192.168.68.121","74.125.71.84","TLSv1.2","419","Application Data","51179","443"
"82","1.112929","0.000202","192.168.68.121","142.250.75.110","TLSv1.2","123","Application Data","51180","443"
"83","1.112973","0.000044","192.168.68.121","142.250.75.110","TLSv1.2","93","Application Data","51180","443"
"84","1.112996","0.000023","192.168.68.121","142.250.75.110","TLSv1.2","362","Application Data","51180","443"
"85","1.113269","0.000273","192.168.68.121","108.177.122.94","TLSv1.2","123","Application Data","51181","443"
"86","1.113323","0.000054","192.168.68.121","108.177.122.94","TLSv1.2","93","Application Data","51181","443"
"87","1.113367","0.000044","192.168.68.121","108.177.122.94","TLSv1.2","1023","Application Data","51181","443"
"88","1.113407","0.000040","192.168.68.121","108.177.122.94","TLSv1.2","123","Application Data","51186","443"
"89","1.113464","0.000057","192.168.68.121","108.177.122.94","TLSv1.2","93","Application Data","51186","443"
"90","1.113486","0.000022","192.168.68.121","108.177.122.94","TLSv1.2","361","Application Data","51186","443"
"91","1.131040","0.017554","74.125.71.84","192.168.68.121","TCP","60","443  >  51179 [ACK] Seq=1 Ack=70 Win=19 Len=0","443","51179"
"92","1.131040","0.000000","35.186.224.24","192.168.68.121","TCP","60","443  >  51000 [ACK] Seq=2363 Ack=1492 Win=70 Len=0","443","51000"
"93","1.131040","0.000000","74.125.71.84","192.168.68.121","TCP","60","443  >  51179 [ACK] Seq=1 Ack=109 Win=19 Len=0","443","51179"
"94","1.131040","0.000000","35.186.224.24","192.168.68.121","TCP","60","443  >  51000 [ACK] Seq=2363 Ack=1531 Win=70 Len=0","443","51000"
"95","1.133499","0.002459","74.125.71.84","192.168.68.121","TCP","60","443  >  51179 [ACK] Seq=1 Ack=474 Win=20 Len=0","443","51179"
"96","1.133499","0.000000","142.250.75.110","192.168.68.121","TCP","60","443  >  51180 [ACK] Seq=1 Ack=70 Win=19 Len=0","443","51180"
"97","1.134662","0.001163","142.250.75.110","192.168.68.121","TCP","60","443  >  51180 [ACK] Seq=1 Ack=109 Win=19 Len=0","443","51180"
"98","1.134662","0.000000","108.177.122.94","192.168.68.121","TCP","60","443  >  51181 [ACK] Seq=1 Ack=109 Win=21 Len=0","443","51181"
"99","1.135735","0.001073","142.250.75.110","192.168.68.121","TCP","60","443  >  51180 [ACK] Seq=1 Ack=417 Win=20 Len=0","443","51180"
"100","1.139268","0.003533","108.177.122.94","192.168.68.121","TCP","60","443  >  51186 [ACK] Seq=1 Ack=109 Win=21 Len=0","443","51186"
"101","1.139268","0.000000","108.177.122.94","192.168.68.121","TLSv1.2","93","Application Data","443","51181"
"102","1.149065","0.009797","108.177.122.94","192.168.68.121","TLSv1.2","93","Application Data","443","51186"
"103","1.149065","0.000000","142.250.75.110","192.168.68.121","TLSv1.2","93","Application Data","443","51180"
"104","1.180226","0.031161","108.177.122.94","192.168.68.121","TCP","60","443  >  51181 [ACK] Seq=40 Ack=1078 Win=22 Len=0","443","51181"
"105","1.191607","0.011381","192.168.68.121","142.250.75.110","TCP","54","51180  >  443 [ACK] Seq=417 Ack=40 Win=513 Len=0","51180","443"
"106","1.191614","0.000007","192.168.68.121","108.177.122.94","TCP","54","51181  >  443 [ACK] Seq=1078 Ack=40 Win=512 Len=0","51181","443"
"107","1.191694","0.000080","192.168.68.121","108.177.122.94","TCP","54","51186  >  443 [ACK] Seq=416 Ack=40 Win=510 Len=0","51186","443"
"108","1.194127","0.002433","108.177.122.94","192.168.68.121","TLSv1.2","121","Application Data","443","51186"
"109","1.194127","0.000000","108.177.122.94","192.168.68.121","TLSv1.2","121","Application Data","443","51181"
"110","1.194127","0.000000","108.177.122.94","192.168.68.121","TLSv1.2","85","Application Data","443","51181"
"111","1.194127","0.000000","108.177.122.94","192.168.68.121","TLSv1.2","93","Application Data","443","51181"
"112","1.194217","0.000090","192.168.68.121","108.177.122.94","TCP","54","51181  >  443 [ACK] Seq=1078 Ack=177 Win=512 Len=0","51181","443"
"113","1.195004","0.000787","192.168.68.121","108.177.122.94","TLSv1.2","93","Application Data","51181","443"
"114","1.195101","0.000097","192.168.68.121","108.177.122.94","TLSv1.2","89","Application Data","51181","443"
"115","1.195166","0.000065","192.168.68.121","108.177.122.94","TLSv1.2","89","Application Data","51186","443"
"116","1.202452","0.007286","108.177.122.94","192.168.68.121","TLSv1.2","85","Application Data","443","51186"
"117","1.202452","0.000000","142.250.75.110","192.168.68.121","TLSv1.2","121","Application Data","443","51180"
"118","1.202452","0.000000","108.177.122.94","192.168.68.121","TLSv1.2","93","Application Data","443","51186"
"119","1.202452","0.000000","142.250.75.110","192.168.68.121","TLSv1.2","85","Application Data","443","51180"
"120","1.202544","0.000092","192.168.68.121","108.177.122.94","TCP","54","51186  >  443 [ACK] Seq=451 Ack=177 Win=509 Len=0","51186","443"
"121","1.202590","0.000046","192.168.68.121","142.250.75.110","TCP","54","51180  >  443 [ACK] Seq=417 Ack=138 Win=513 Len=0","51180","443"
"122","1.203202","0.000612","192.168.68.121","142.250.75.110","TLSv1.2","89","Application Data","51180","443"
"123","1.203300","0.000098","192.168.68.121","108.177.122.94","TLSv1.2","93","Application Data","51186","443"
"124","1.205702","0.002402","142.250.75.110","192.168.68.121","TLSv1.2","93","Application Data","443","51180"
"125","1.206062","0.000360","192.168.68.121","142.250.75.110","TLSv1.2","93","Application Data","51180","443"
"126","1.211049","0.004987","108.177.122.94","192.168.68.121","TCP","60","443  >  51181 [ACK] Seq=177 Ack=1117 Win=22 Len=0","443","51181"
"127","1.221449","0.010400","108.177.122.94","192.168.68.121","TCP","60","443  >  51181 [ACK] Seq=177 Ack=1152 Win=22 Len=0","443","51181"
"128","1.221449","0.000000","142.250.75.110","192.168.68.121","TCP","60","443  >  51180 [ACK] Seq=177 Ack=452 Win=20 Len=0","443","51180"
"129","1.222322","0.000873","142.250.75.110","192.168.68.121","TCP","60","443  >  51180 [ACK] Seq=177 Ack=491 Win=20 Len=0","443","51180"
"130","1.227962","0.005640","192.168.68.121","35.186.224.26","TLSv1.2","202","Application Data","51027","443"
"131","1.228078","0.000116","192.168.68.121","35.186.224.26","TLSv1.2","648","Application Data","51027","443"
"132","1.233883","0.005805","108.177.122.94","192.168.68.121","TCP","60","443  >  51186 [ACK] Seq=177 Ack=490 Win=21 Len=0","443","51186"
"133","1.237213","0.003330","74.125.71.84","192.168.68.121","TLSv1.2","93","Application Data","443","51179"
"134","1.237213","0.000000","74.125.71.84","192.168.68.121","TLSv1.2","121","Application Data","443","51179"
"135","1.237213","0.000000","74.125.71.84","192.168.68.121","TLSv1.2","85","Application Data","443","51179"
"136","1.237213","0.000000","74.125.71.84","192.168.68.121","TLSv1.2","93","Application Data","443","51179"
"137","1.237260","0.000047","192.168.68.121","74.125.71.84","TCP","54","51179  >  443 [ACK] Seq=474 Ack=177 Win=510 Len=0","51179","443"
"138","1.237714","0.000454","192.168.68.121","74.125.71.84","TLSv1.2","93","Application Data","51179","443"
"139","1.237798","0.000084","192.168.68.121","74.125.71.84","TLSv1.2","89","Application Data","51179","443"
"140","1.244722","0.006924","35.186.224.26","192.168.68.121","TCP","60","443  >  51027 [ACK] Seq=1 Ack=149 Win=141 Len=0","443","51027"
"141","1.250999","0.006277","35.186.224.26","192.168.68.121","TCP","60","443  >  51027 [ACK] Seq=1 Ack=743 Win=142 Len=0","443","51027"
"142","1.256618","0.005619","74.125.71.84","192.168.68.121","TCP","60","443  >  51179 [ACK] Seq=177 Ack=513 Win=20 Len=0","443","51179"
"143","1.256618","0.000000","74.125.71.84","192.168.68.121","TCP","60","443  >  51179 [ACK] Seq=177 Ack=548 Win=20 Len=0","443","51179"
"144","1.274733","0.018115","192.168.68.121","142.250.75.68","TCP","55","50975  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1","50975","443"
"145","1.311817","0.037084","142.250.75.68","192.168.68.121","TCP","66","443  >  50975 [ACK] Seq=1 Ack=2 Win=58 Len=0 SLE=1 SRE=2","443","50975"
"146","1.445081","0.133264","35.186.224.41","192.168.68.121","TCP","1454","443  >  51139 [ACK] Seq=1 Ack=1 Win=20 Len=1400 [TCP PDU reassembled in 147]","443","51139"
"147","1.445081","0.000000","35.186.224.41","192.168.68.121","TLSv1.2","1454","Application Data","443","51139"
"148","1.445081","0.000000","35.186.224.41","192.168.68.121","TLSv1.2","78","Application Data","443","51139"
"149","1.445081","0.000000","35.186.224.41","192.168.68.121","TCP","1454","443  >  51139 [ACK] Seq=2825 Ack=1 Win=20 Len=1400 [TCP PDU reassembled in 151]","443","51139"
"150","1.445272","0.000191","192.168.68.121","35.186.224.41","TCP","54","51139  >  443 [ACK] Seq=1 Ack=4225 Win=514 Len=0","51139","443"
"151","1.445455","0.000183","35.186.224.41","192.168.68.121","TLSv1.2","66","Application Data","443","51139"
"152","1.445455","0.000000","35.186.224.41","192.168.68.121","TCP","1454","443  >  51139 [ACK] Seq=4237 Ack=1 Win=20 Len=1400 [TCP PDU reassembled in 153]","443","51139"
"153","1.445455","0.000000","35.186.224.41","192.168.68.121","TLSv1.2","66","Application Data","443","51139"
"154","1.445532","0.000077","192.168.68.121","35.186.224.41","TCP","54","51139  >  443 [ACK] Seq=1 Ack=5649 Win=514 Len=0","51139","443"
"155","1.447318","0.001786","35.186.224.41","192.168.68.121","TCP","1454","443  >  51139 [ACK] Seq=5649 Ack=1 Win=20 Len=1400 [TCP PDU reassembled in 156]","443","51139"
"156","1.447318","0.000000","35.186.224.41","192.168.68.121","TLSv1.2","66","Application Data","443","51139"
"157","1.447318","0.000000","35.186.224.41","192.168.68.121","TLSv1.2","166","Application Data","443","51139"
"158","1.447438","0.000120","192.168.68.121","35.186.224.41","TCP","54","51139  >  443 [ACK] Seq=1 Ack=7173 Win=514 Len=0","51139","443"
"159","1.460992","0.013554","35.186.224.26","192.168.68.121","TLSv1.2","240","Application Data, Application Data, Application Data","443","51027"
"160","1.462832","0.001840","192.168.68.121","35.186.224.26","TLSv1.2","89","Application Data","51027","443"
"161","1.463010","0.000178","192.168.68.121","35.186.224.26","TLSv1.2","93","Application Data","51027","443"
"162","1.463647","0.000637","35.186.224.41","192.168.68.121","TCP","1454","443  >  51139 [ACK] Seq=7173 Ack=1 Win=20 Len=1400 [TCP PDU reassembled in 163]","443","51139"
"163","1.463647","0.000000","35.186.224.41","192.168.68.121","TLSv1.2","1454","Application Data","443","51139"
"164","1.463647","0.000000","35.186.224.41","192.168.68.121","TLSv1.2","1454","Application Data","443","51139"
"165","1.463647","0.000000","35.186.224.41","192.168.68.121","TLSv1.2","1023","Application Data, Application Data","443","51139"
"166","1.463797","0.000150","192.168.68.121","35.186.224.41","TCP","54","51139  >  443 [ACK] Seq=1 Ack=12342 Win=514 Len=0","51139","443"
"167","1.489782","0.025985","35.186.224.26","192.168.68.121","TCP","60","443  >  51027 [ACK] Seq=187 Ack=778 Win=142 Len=0","443","51027"
"168","1.490342","0.000560","35.186.224.26","192.168.68.121","TCP","60","443  >  51027 [ACK] Seq=187 Ack=817 Win=142 Len=0","443","51027"
"169","1.508481","0.018139","192.168.68.121","35.186.224.26","TLSv1.2","131","Application Data","51027","443"
"170","1.508609","0.000128","192.168.68.121","35.186.224.26","TCP","1454","51027  >  443 [ACK] Seq=894 Ack=187 Win=513 Len=1400 [TCP PDU reassembled in 171]","51027","443"
"171","1.508609","0.000000","192.168.68.121","35.186.224.26","TLSv1.2","1157","Application Data","51027","443"
"172","1.510192","0.001583","192.168.68.121","35.186.224.26","TLSv1.2","195","Application Data","51027","443"
"173","1.510332","0.000140","192.168.68.121","35.186.224.26","TLSv1.2","168","Application Data","51027","443"
"174","1.510426","0.000094","192.168.68.121","35.186.224.26","TLSv1.2","168","Application Data","51027","443"
"175","1.510503","0.000077","192.168.68.121","35.186.224.26","TLSv1.2","1183","Application Data","51027","443"
"176","1.510558","0.000055","192.168.68.121","35.186.224.26","TLSv1.2","424","Application Data","51027","443"
"177","1.510618","0.000060","192.168.68.121","35.186.224.26","TLSv1.2","416","Application Data","51027","443"
"178","1.511287","0.000669","192.168.68.121","82.102.152.57","TLSv1.2","855","Application Data","51164","443"
"179","1.540722","0.029435","35.186.224.26","192.168.68.121","TCP","60","443  >  51027 [ACK] Seq=187 Ack=894 Win=142 Len=0","443","51027"
"180","1.544285","0.003563","35.186.224.26","192.168.68.121","TCP","60","443  >  51027 [ACK] Seq=187 Ack=2294 Win=143 Len=0","443","51027"
"181","1.545257","0.000972","35.186.224.26","192.168.68.121","TCP","60","443  >  51027 [ACK] Seq=187 Ack=3397 Win=143 Len=0","443","51027"
"182","1.545257","0.000000","35.186.224.26","192.168.68.121","TCP","60","443  >  51027 [ACK] Seq=187 Ack=3538 Win=144 Len=0","443","51027"
"183","1.551616","0.006359","35.186.224.26","192.168.68.121","TCP","60","443  >  51027 [ACK] Seq=187 Ack=3652 Win=144 Len=0","443","51027"
"184","1.551616","0.000000","35.186.224.26","192.168.68.121","TCP","60","443  >  51027 [ACK] Seq=187 Ack=3766 Win=144 Len=0","443","51027"
"185","1.552333","0.000717","35.186.224.26","192.168.68.121","TCP","60","443  >  51027 [ACK] Seq=187 Ack=4895 Win=145 Len=0","443","51027"
"186","1.554687","0.002354","35.186.224.26","192.168.68.121","TCP","60","443  >  51027 [ACK] Seq=187 Ack=5265 Win=145 Len=0","443","51027"
"187","1.564025","0.009338","35.186.224.26","192.168.68.121","TCP","60","443  >  51027 [ACK] Seq=187 Ack=5627 Win=146 Len=0","443","51027"
"188","1.566578","0.002553","82.102.152.57","192.168.68.121","TCP","1454","443  >  51164 [ACK] Seq=1 Ack=802 Win=24 Len=1400 [TCP PDU reassembled in 203]","443","51164"
"189","1.566578","0.000000","82.102.152.57","192.168.68.121","TCP","1454","443  >  51164 [PSH, ACK] Seq=1401 Ack=802 Win=24 Len=1400 [TCP PDU reassembled in 203]","443","51164"
"190","1.566578","0.000000","82.102.152.57","192.168.68.121","TCP","1454","443  >  51164 [ACK] Seq=2801 Ack=802 Win=24 Len=1400 [TCP PDU reassembled in 203]","443","51164"
"191","1.566578","0.000000","82.102.152.57","192.168.68.121","TCP","234","443  >  51164 [PSH, ACK] Seq=4201 Ack=802 Win=24 Len=180 [TCP PDU reassembled in 203]","443","51164"
"192","1.566578","0.000000","82.102.152.57","192.168.68.121","TCP","1454","443  >  51164 [ACK] Seq=4381 Ack=802 Win=24 Len=1400 [TCP PDU reassembled in 203]","443","51164"
"193","1.566578","0.000000","82.102.152.57","192.168.68.121","TCP","1454","443  >  51164 [PSH, ACK] Seq=5781 Ack=802 Win=24 Len=1400 [TCP PDU reassembled in 203]","443","51164"
"194","1.566651","0.000073","192.168.68.121","82.102.152.57","TCP","54","51164  >  443 [ACK] Seq=802 Ack=7181 Win=514 Len=0","51164","443"
"195","1.566710","0.000059","82.102.152.57","192.168.68.121","TCP","1454","443  >  51164 [ACK] Seq=7181 Ack=802 Win=24 Len=1400 [TCP PDU reassembled in 203]","443","51164"
"196","1.566710","0.000000","82.102.152.57","192.168.68.121","TCP","1454","443  >  51164 [PSH, ACK] Seq=8581 Ack=802 Win=24 Len=1400 [TCP PDU reassembled in 203]","443","51164"
"197","1.566710","0.000000","82.102.152.57","192.168.68.121","TCP","1454","443  >  51164 [ACK] Seq=9981 Ack=802 Win=24 Len=1400 [TCP PDU reassembled in 203]","443","51164"
"198","1.566730","0.000020","192.168.68.121","82.102.152.57","TCP","54","51164  >  443 [ACK] Seq=802 Ack=11381 Win=514 Len=0","51164","443"
"199","1.572964","0.006234","82.102.152.57","192.168.68.121","TCP","1454","443  >  51164 [PSH, ACK] Seq=11381 Ack=802 Win=24 Len=1400 [TCP PDU reassembled in 203]","443","51164"
"200","1.573017","0.000053","192.168.68.121","82.102.152.57","TCP","54","51164  >  443 [ACK] Seq=802 Ack=12781 Win=514 Len=0","51164","443"
"201","1.595558","0.022541","82.102.152.57","192.168.68.121","TCP","1454","443  >  51164 [ACK] Seq=12781 Ack=802 Win=24 Len=1400 [TCP PDU reassembled in 203]","443","51164"
"202","1.599847","0.004289","82.102.152.57","192.168.68.121","TCP","1454","443  >  51164 [PSH, ACK] Seq=14181 Ack=802 Win=24 Len=1400 [TCP PDU reassembled in 203]","443","51164"
"203","1.599847","0.000000","82.102.152.57","192.168.68.121","TLSv1.2","1454","Application Data","443","51164"
"204","1.599915","0.000068","192.168.68.121","82.102.152.57","TCP","54","51164  >  443 [ACK] Seq=802 Ack=16981 Win=514 Len=0","51164","443"
